,postcode,num_streets,age,weekends,profitable,prediction
2851,2281,9,77.0,4,1,1
2852,2281,1,60.0,4,1,1
2853,2281,9,58.0,4,1,1
2854,2281,1,68.0,4,1,1
2855,2281,3,75.0,4,1,1
2856,2281,1,75.0,4,1,1
2857,2281,1,75.0,4,1,1
2858,2281,1,89.0,4,1,1
2859,2281,9,63.0,4,1,1
2860,2281,1,75.0,4,1,1
2861,2281,1,66.0,4,1,1
2862,2281,9,65.0,4,1,1
2863,2281,9,48.0,4,0,0
2864,2281,1,46.0,4,0,0
2865,2281,1,63.0,4,0,0
2866,2281,1,67.0,4,0,0
2867,2281,2,68.0,4,0,0
2868,2281,2,27.0,4,0,0
2869,2281,10,63.0,4,0,0
2870,2281,1,47.0,4,0,0
2871,2281,1,69.0,4,0,0
2872,2281,1,62.0,4,0,0
2873,2281,1,70.0,4,0,0
2874,2281,1,70.0,4,0,0
2875,2281,1,51.0,4,0,0
2876,2281,1,74.0,4,0,0
2877,2282,1,62.0,4,1,0
2878,2282,1,62.0,4,1,0
2879,2282,1,69.0,4,1,1
2880,2282,1,75.0,4,1,1
2881,2282,1,70.0,4,1,1
2882,2282,2,78.0,4,1,1
2883,2282,2,57.0,4,1,1
2884,2282,9,64.0,4,1,1
2885,2282,1,68.0,4,1,1
2886,2282,1,69.0,4,1,1
2887,2282,2,63.0,4,1,1
2888,2282,10,69.0,4,1,1
2889,2282,1,70.0,4,1,1
2890,2282,2,73.0,4,1,1
2891,2282,1,50.0,4,1,1
2892,2282,9,31.0,4,0,0
2893,2282,1,45.0,4,0,0
2894,2282,1,49.0,4,0,0
2895,2282,1,61.0,4,0,0
2896,2282,11,64.0,4,0,0
2897,2282,1,77.0,4,0,0
2898,2282,1,53.0,4,0,0
2899,2282,1,20.0,4,0,0
2900,2282,9,61.0,4,0,0
2901,2282,1,62.0,4,0,0
2902,2282,3,23.0,4,0,0
2903,2282,1,73.0,4,0,0
2904,2282,2,57.0,4,0,0
2905,2282,1,70.0,4,0,1
2906,2282,1,62.0,4,0,0
2907,2283,1,70.0,4,1,1
2908,2283,10,75.0,4,1,1
2909,2283,11,69.0,4,1,1
2910,2283,1,73.0,4,1,1
2911,2283,9,69.0,4,1,1
2912,2283,9,72.0,4,1,1
2913,2283,1,69.0,4,1,1
2914,2283,1,80.0,4,1,1
2915,2283,1,64.0,4,1,1
2916,2283,1,69.0,4,1,1
2917,2283,1,85.0,4,1,1
2918,2283,1,45.0,4,1,1
2919,2283,1,76.0,4,1,1
2920,2283,2,76.0,4,1,1
2921,2283,1,55.0,4,1,1
2922,2283,1,76.0,4,1,1
2923,2283,1,59.0,4,1,1
2924,2283,1,64.0,4,1,1
2925,2283,1,62.0,4,1,1
2926,2283,1,60.0,4,0,0
2927,2283,1,68.0,4,0,0
2928,2283,9,51.0,4,0,0
2929,2283,1,60.0,4,0,0
2930,2283,1,73.0,4,0,0
2931,2283,10,68.0,4,0,0
2932,2283,1,56.0,4,0,0
2933,2283,1,64.0,4,0,0
2934,2283,3,50.0,4,0,0
2935,2283,1,63.0,4,0,0
2936,2283,1,56.0,4,0,0
2937,2283,1,58.0,4,0,0
2938,2283,1,61.0,4,0,0
2939,2283,2,52.0,4,0,0
2940,2283,1,41.0,4,0,0
2941,2283,1,61.0,4,0,0
2942,2283,1,44.0,4,0,0
2943,2284,10,55.0,4,1,1
2944,2284,10,63.0,4,1,1
2945,2284,2,60.0,4,1,1
2946,2284,1,65.0,4,1,1
2947,2284,2,77.0,4,1,1
2948,2284,1,66.0,4,1,1
2949,2284,1,72.0,4,1,1
2950,2284,1,80.0,4,0,0
2951,2284,10,64.0,4,0,0
2952,2284,1,59.0,4,0,0
2953,2284,1,82.0,4,0,0
2954,2284,1,85.0,4,0,0
2955,2284,1,67.0,4,0,0
2956,2284,1,61.0,4,0,0
2957,2284,10,76.0,4,0,0
2958,2284,1,65.0,4,0,0
2959,2285,2,60.0,4,1,1
2960,2285,1,41.0,4,1,1
2961,2285,1,80.0,4,1,1
2962,2285,2,61.0,4,1,1
2963,2285,1,70.0,4,1,1
2964,2285,10,71.0,4,1,1
2965,2285,1,68.0,4,1,1
2966,2285,2,66.0,4,1,1
2967,2285,9,70.0,4,1,1
2968,2285,2,37.0,4,1,1
2969,2285,2,70.0,4,1,1
2970,2285,2,67.0,4,1,1
2971,2285,1,74.0,4,0,0
2972,2285,1,64.0,4,0,0
2973,2285,1,67.0,4,0,0
2974,2285,1,56.0,4,0,0
2975,2285,9,69.0,4,0,0
2976,2285,1,71.0,4,0,0
2977,2285,1,34.0,4,0,0
2978,2285,1,76.0,4,0,0
2979,2285,1,66.0,4,0,0
2980,2285,9,72.0,4,0,0
2981,2285,1,52.0,4,0,0
2982,2285,1,67.0,4,0,0
2983,2285,9,66.0,4,0,0
2984,2285,9,57.0,4,0,0
2985,2285,2,63.0,4,0,0
2986,2285,9,47.0,4,0,0
2987,2285,1,71.0,4,0,0
2988,2285,1,75.0,4,0,0
2989,2285,1,74.0,4,0,0
2990,2285,2,48.0,4,0,0
2991,2285,11,43.0,4,0,0
2992,2285,10,40.0,4,0,0
2993,2285,1,50.0,4,0,0
2994,2286,1,73.0,4,1,1
2995,2286,1,43.0,4,0,0
2996,2286,1,67.0,4,0,0
2997,2287,1,74.0,4,1,1
2998,2287,2,59.0,4,1,1
2999,2287,2,62.0,4,1,1
3000,2287,10,24.0,4,1,1
3001,2287,1,73.0,4,1,1
3002,2287,1,61.0,4,1,1
3003,2287,1,68.0,4,1,1
3004,2287,9,66.0,4,1,1
3005,2287,2,56.0,4,1,1
3006,2287,1,44.0,4,0,0
3007,2287,1,45.0,4,0,0
3008,2287,9,67.0,4,0,0
3009,2287,2,77.0,4,0,0
3010,2287,3,47.0,4,0,0
3011,2287,1,65.0,4,0,0
3012,2287,1,47.0,4,0,0
3013,2287,1,69.0,4,0,0
3014,2287,1,62.0,4,0,0
3015,2287,3,41.0,4,0,0
3016,2287,1,42.0,4,0,0
3017,2287,10,65.0,4,0,0
3018,2287,10,73.0,4,0,0
3019,2287,1,72.0,4,0,0
3020,2287,1,64.0,4,0,0
3021,2287,1,64.0,4,0,0
3022,2287,9,62.0,4,0,0
3023,2287,1,59.0,4,0,0
3024,2287,4,57.0,4,0,0
3025,2287,1,73.0,4,0,0
3026,2287,9,41.0,4,0,0
3027,2287,9,59.0,4,0,0
3028,2287,1,50.0,4,0,0
3029,2287,9,55.0,4,0,0
3030,2287,1,37.0,4,0,0
3031,2289,3,66.0,4,1,1
3032,2289,1,93.0,4,1,1
3033,2289,1,70.0,4,1,1
3034,2289,3,72.0,4,1,1
3035,2289,1,75.0,4,1,1
3036,2289,1,42.0,4,1,1
3037,2289,1,79.0,4,1,1
3038,2289,1,71.0,4,1,1
3039,2289,1,57.0,4,1,1
3040,2289,1,55.0,4,1,1
3041,2289,3,69.0,4,1,1
3042,2289,1,70.0,4,1,1
3043,2289,1,69.0,4,1,1
3044,2289,1,49.0,4,1,1
3045,2289,2,72.0,4,1,1
3046,2289,1,69.0,4,1,1
3047,2289,9,78.0,4,1,1
3048,2289,1,41.0,4,1,1
3049,2289,1,53.0,4,1,1
3050,2289,1,60.0,4,1,1
3051,2289,1,45.0,4,1,1
3052,2289,3,63.0,4,0,0
3053,2289,1,78.0,4,0,0
3054,2289,9,57.0,4,0,0
3055,2289,9,50.0,4,0,0
3056,2289,1,75.0,4,0,0
3057,2289,10,65.0,4,0,0
3058,2289,1,60.0,4,0,0
3059,2289,9,57.0,4,0,0
3060,2289,1,72.0,4,0,0
3061,2289,2,62.0,4,0,0
3062,2289,1,18.0,4,0,0
3063,2289,1,40.0,4,0,0
3064,2289,1,71.0,4,0,1
3065,2290,1,74.0,4,1,1
3066,2290,10,56.0,4,1,1
3067,2290,1,76.0,4,1,1
3068,2290,1,59.0,4,1,1
3069,2290,2,63.0,4,1,1
3070,2290,1,75.0,4,1,1
3071,2290,1,73.0,4,1,1
3072,2290,1,68.0,4,1,1
3073,2290,3,83.0,4,1,1
3074,2290,1,72.0,4,1,1
3075,2290,1,60.0,4,1,1
3076,2290,9,69.0,4,1,1
3077,2290,1,79.0,4,1,1
3078,2290,1,74.0,4,1,1
3079,2290,1,46.0,4,1,1
3080,2290,1,77.0,4,1,1
3081,2290,1,48.0,4,1,1
3082,2290,9,57.0,4,1,1
3083,2290,9,53.0,4,1,1
3084,2290,2,53.0,4,1,1
3085,2290,1,68.0,4,1,1
3086,2290,1,73.0,4,1,1
3087,2290,2,51.0,4,0,0
3088,2290,1,50.0,4,0,0
3089,2290,1,71.0,4,0,0
3090,2290,1,56.0,4,0,0
3091,2290,1,82.0,4,0,0
3092,2290,2,46.0,4,0,0
3093,2290,1,16.0,4,0,0
3094,2290,1,79.0,4,0,0
3095,2290,3,69.0,4,0,0
3096,2290,1,38.0,4,0,0
3097,2290,1,81.0,4,0,0
3098,2290,1,40.0,4,0,0
3099,2290,9,62.0,4,0,0
3100,2290,1,69.0,4,0,0
3101,2290,1,62.0,4,0,0
3102,2290,9,60.0,4,0,0
3103,2290,9,65.0,4,0,0
3104,2290,1,61.0,4,0,0
3105,2290,1,45.0,4,0,0
3106,2290,1,57.0,4,0,0
3107,2290,1,69.0,4,0,0
3108,2291,9,59.0,4,1,1
3109,2291,1,67.0,4,1,1
3110,2291,1,88.0,4,1,1
3111,2291,1,66.0,4,1,1
3112,2291,1,57.0,4,1,1
3113,2291,1,68.0,4,1,1
3114,2291,1,79.0,4,1,1
3115,2291,1,65.0,4,1,1
3116,2291,1,70.0,4,1,1
3117,2291,1,76.0,4,0,0
3118,2291,1,76.0,4,0,0
3119,2291,1,46.0,4,0,0
3120,2291,1,57.0,4,0,0
3121,2291,1,72.0,4,0,0
3122,2291,2,46.0,4,0,0
3123,2292,1,17.0,4,0,0
3124,2292,1,65.0,4,0,0
3125,2293,3,58.0,4,1,1
3126,2295,1,67.0,4,1,1
3127,2295,1,65.0,4,1,1
3128,2295,1,62.0,4,0,0
3129,2298,2,70.0,4,1,1
3130,2298,1,71.0,4,1,1
3131,2298,1,72.0,4,1,1
3132,2298,9,77.0,4,1,1
3133,2298,1,63.0,4,1,1
3134,2298,1,62.0,4,0,0
3135,2298,1,61.0,4,0,0
3136,2298,1,70.0,4,0,0
3137,2298,1,47.0,4,0,0
3138,2298,1,54.0,4,0,0
3139,2298,1,59.0,4,0,0
3140,2299,1,81.0,4,1,1
3141,2299,1,68.0,4,1,1
3142,2299,1,75.0,4,0,0
3143,2299,1,44.0,4,0,0
3144,2299,1,38.0,4,0,0
3145,2299,1,67.0,4,0,0
3146,2299,1,69.0,4,0,0
3147,2300,1,74.0,4,1,1
3148,2300,1,73.0,4,1,1
3149,2300,1,76.0,4,1,1
3150,2300,1,48.0,4,0,0
3151,2300,1,66.0,4,0,0
3152,2303,1,76.0,4,1,1
3153,2303,9,65.0,4,1,1
3154,2303,1,56.0,4,1,1
3155,2303,1,58.0,4,1,1
3156,2303,1,87.0,4,1,1
3157,2303,1,53.0,4,1,1
3158,2303,1,78.0,4,1,1
3159,2303,9,56.0,4,0,0
3160,2303,9,80.0,4,0,0
3161,2303,1,56.0,4,0,0
3162,2304,1,62.0,4,1,1
3163,2304,1,52.0,4,0,0
3164,2304,1,45.0,4,0,0
3165,2304,1,67.0,4,0,0
3166,2304,2,73.0,4,0,0
3167,2304,1,79.0,4,0,0
3168,2304,1,76.0,4,0,0
3169,2305,1,87.0,4,1,1
3170,2305,9,69.0,4,1,1
3171,2305,1,65.0,4,1,1
3172,2305,1,63.0,4,1,1
3173,2305,1,81.0,4,1,1
3174,2305,2,84.0,4,0,0
3175,2305,1,52.0,4,0,0
3176,2305,1,68.0,4,0,0
3177,2305,9,41.0,4,0,0
3178,2305,1,69.0,4,0,0
3179,2305,1,55.0,4,0,0
3180,2305,1,73.0,4,0,0
3181,2305,1,43.0,4,0,0
3182,2305,9,63.0,4,0,0
3183,2305,1,65.0,4,0,0
3184,2305,1,51.0,4,0,0
3185,2305,1,62.0,4,0,0
3186,2306,1,77.0,4,0,0
3187,2307,1,71.0,4,1,1
3188,2307,1,67.0,4,1,1
3189,2307,1,40.0,4,0,0
3190,2307,1,76.0,4,0,0
3191,2315,9,72.0,4,1,1
3192,2315,1,77.0,4,1,1
3193,2315,2,69.0,4,1,1
3194,2315,1,56.0,4,1,1
3195,2315,1,67.0,4,1,1
3196,2315,2,61.0,4,1,1
3197,2315,1,63.0,4,1,1
3198,2315,1,71.0,4,1,1
3199,2315,1,63.0,4,1,0
3200,2315,1,61.0,4,1,1
3201,2315,1,70.0,4,0,0
3202,2315,1,71.0,4,0,0
3203,2315,4,69.0,4,0,0
3204,2315,1,44.0,4,0,0
3205,2315,1,74.0,4,0,0
3206,2315,10,57.0,4,0,0
3207,2315,9,52.0,4,0,0
3208,2315,10,76.0,4,0,0
3209,2315,1,79.0,4,0,0
3210,2315,1,66.0,4,0,0
3211,2315,1,63.0,4,0,0
3212,2315,1,83.0,4,0,0
3213,2315,1,81.0,4,0,0
3214,2315,1,61.0,4,0,1
3215,2315,1,57.0,4,0,0
3216,2315,1,86.0,4,0,0
3217,2315,1,65.0,4,0,0
3218,2316,1,71.0,4,1,1
3219,2316,1,73.0,4,1,1
3220,2316,1,73.0,4,1,1
3221,2316,1,79.0,4,0,0
3222,2316,1,55.0,4,0,0
3223,2316,1,46.0,4,0,0
3224,2316,1,52.0,4,0,0
3225,2316,9,52.0,4,0,0
3226,2316,10,60.0,4,0,0
3227,2317,1,72.0,4,1,1
3228,2317,2,66.0,4,1,1
3229,2317,1,60.0,4,1,1
3230,2317,2,77.0,4,1,1
3231,2317,1,76.0,4,1,1
3232,2317,1,52.0,4,0,0
3233,2317,1,70.0,4,0,0
3234,2317,1,54.0,4,0,0
3235,2317,1,80.0,4,0,0
3236,2317,10,68.0,4,0,0
3237,2317,9,57.0,4,0,0
3238,2317,1,49.0,4,0,0
3239,2317,9,60.0,4,0,0
3240,2317,1,71.0,4,0,0
3241,2318,1,37.0,4,1,1
3242,2318,2,70.0,4,1,1
3243,2318,3,58.0,4,1,1
3244,2318,3,63.0,4,1,1
3245,2318,2,72.0,4,1,1
3246,2318,10,67.0,4,1,1
3247,2318,2,63.0,4,1,1
3248,2318,1,64.0,4,1,1
3249,2318,1,66.0,4,1,1
3250,2318,9,62.0,4,1,1
3251,2318,1,88.0,4,1,1
3252,2318,1,67.0,4,0,0
3253,2318,1,58.0,4,0,0
3254,2318,1,70.0,4,0,0
3255,2318,1,58.0,4,0,0
3256,2318,2,52.0,4,0,0
3257,2318,9,22.0,4,0,0
3258,2318,11,68.0,4,0,0
3259,2319,11,58.0,4,1,1
3260,2319,1,71.0,4,1,1
3261,2319,1,78.0,4,1,1
3262,2319,1,66.0,4,1,1
3263,2319,1,70.0,4,1,1
3264,2319,1,66.0,4,1,1
3265,2319,1,67.0,4,0,0
3266,2319,1,77.0,4,0,0
3267,2319,1,49.0,4,0,0
3268,2319,1,75.0,4,0,0
3269,2319,1,69.0,4,0,0
3270,2319,1,69.0,4,0,0
3271,2319,9,79.0,4,0,0
3272,2319,2,47.0,4,0,0
3273,2320,1,64.0,4,1,1
3274,2320,1,69.0,4,1,1
3275,2320,9,71.0,4,1,1
3276,2320,2,71.0,4,1,1
3277,2320,1,71.0,4,1,1
3278,2320,2,59.0,4,1,1
3279,2320,1,65.0,4,1,1
3280,2320,1,66.0,4,1,1
3281,2320,1,52.0,4,1,1
3282,2320,9,47.0,4,1,1
3283,2320,1,60.0,4,1,1
3284,2320,11,61.0,4,1,1
3285,2320,9,63.0,4,1,1
3286,2320,1,61.0,4,1,1
3287,2320,1,61.0,4,0,0
3288,2320,1,18.0,4,0,0
3289,2320,2,33.0,4,0,0
3290,2320,1,66.0,4,0,0
3291,2320,1,78.0,4,0,0
3292,2320,2,49.0,4,0,0
3293,2320,1,65.0,4,0,0
3294,2320,1,56.0,4,0,0
3295,2320,1,39.0,4,0,0
3296,2320,2,47.0,4,0,0
3297,2320,1,38.0,4,0,0
3298,2320,2,71.0,4,0,0
3299,2320,1,66.0,4,0,0
3300,2320,1,64.0,4,0,0
3301,2320,1,68.0,4,0,0
3302,2320,1,73.0,4,0,0
3303,2320,1,74.0,4,0,0
3304,2321,9,75.0,4,1,1
3305,2321,1,69.0,4,1,1
3306,2321,9,54.0,4,1,1
3307,2321,1,65.0,4,1,1
3308,2321,1,80.0,4,1,1
3309,2321,1,79.0,4,1,1
3310,2321,2,45.0,4,0,0
3311,2321,9,39.0,4,0,0
3312,2321,1,68.0,4,0,0
3313,2321,1,63.0,4,0,0
3314,2321,1,37.0,4,0,0
3315,2321,9,38.0,4,0,0
3316,2322,5,52.0,4,1,1
3317,2322,1,68.0,4,1,1
3318,2322,1,23.0,4,1,1
3319,2322,9,46.0,4,1,1
3320,2322,1,65.0,4,1,1
3321,2322,1,53.0,4,1,1
3322,2322,2,59.0,4,1,1
3323,2322,12,59.0,4,1,1
3324,2322,10,59.0,4,1,1
3325,2322,9,60.0,4,1,1
3326,2322,1,75.0,4,1,1
3327,2322,1,72.0,4,1,1
3328,2322,1,62.0,4,0,0
3329,2322,1,72.0,4,0,0
3330,2322,1,56.0,4,0,0
3331,2322,3,41.0,4,0,0
3332,2322,1,50.0,4,0,0
3333,2322,10,41.0,4,0,0
3334,2322,1,54.0,4,0,0
3335,2322,1,67.0,4,0,0
3336,2322,1,35.0,4,0,0
3337,2322,9,41.0,4,0,0
3338,2322,1,55.0,4,0,0
3339,2322,1,75.0,4,0,0
3340,2322,10,63.0,4,0,0
3341,2323,1,60.0,4,1,1
3342,2323,10,61.0,4,1,1
3343,2323,1,73.0,4,1,1
3344,2323,1,59.0,4,1,1
3345,2323,1,65.0,4,1,1
3346,2323,1,84.0,4,1,1
3347,2323,1,63.0,4,1,1
3348,2323,1,42.0,4,1,1
3349,2323,9,62.0,4,1,1
3350,2323,1,57.0,4,1,1
3351,2323,1,76.0,4,1,1
3352,2323,1,56.0,4,1,1
3353,2323,1,78.0,4,1,1
3354,2323,1,68.0,4,1,1
3355,2323,9,68.0,4,1,1
3356,2323,1,69.0,4,1,0
3357,2323,10,66.0,4,1,1
3358,2323,9,66.0,4,1,1
3359,2323,1,69.0,4,1,0
3360,2323,1,59.0,4,0,0
3361,2323,1,43.0,4,0,0
3362,2323,2,78.0,4,0,0
3363,2323,1,75.0,4,0,0
3364,2323,1,67.0,4,0,0
3365,2323,1,69.0,4,0,0
3366,2323,1,73.0,4,0,0
3367,2323,1,67.0,4,0,0
3368,2323,1,70.0,4,0,0
3369,2323,1,58.0,4,0,0
3370,2323,1,54.0,4,0,0
3371,2323,1,41.0,4,0,0
3372,2323,1,69.0,4,0,0
3373,2323,9,64.0,4,0,0
3374,2323,1,29.0,4,0,0
3375,2323,1,73.0,4,0,0
3376,2324,1,55.0,4,1,1
3377,2324,2,60.0,4,1,1
3378,2324,2,76.0,4,1,1
3379,2324,1,62.0,4,1,1
3380,2324,1,72.0,4,1,1
3381,2324,3,73.0,4,1,1
3382,2324,1,73.0,4,1,1
3383,2324,1,70.0,4,1,1
3384,2324,1,58.0,4,1,1
3385,2324,1,69.0,4,1,1
3386,2324,1,75.0,4,1,1
3387,2324,3,61.0,4,1,1
3388,2324,10,63.0,4,0,0
3389,2324,1,71.0,4,0,0
3390,2324,9,67.0,4,0,0
3391,2324,5,68.0,4,0,0
3392,2324,9,73.0,4,0,0
3393,2324,1,68.0,4,0,0
3394,2324,1,60.0,4,0,0
3395,2324,1,58.0,4,0,0
3396,2324,2,76.0,4,0,0
3397,2324,9,76.0,4,0,0
3398,2324,1,43.0,4,0,0
3399,2324,1,76.0,4,0,0
3400,2324,1,64.0,4,0,0
3401,2325,1,86.0,4,1,1
3402,2325,1,70.0,4,1,1
3403,2325,1,65.0,4,1,1
3404,2325,1,74.0,4,1,1
3405,2325,1,68.0,4,1,1
3406,2325,9,65.0,4,1,1
3407,2325,9,66.0,4,1,1
3408,2325,1,62.0,4,1,1
3409,2325,1,57.0,4,1,1
3410,2325,1,52.0,4,0,0
3411,2325,9,69.0,4,0,0
3412,2325,1,57.0,4,0,0
3413,2325,9,54.0,4,0,0
3414,2325,2,62.0,4,0,0
3415,2325,1,21.0,4,0,0
3416,2325,9,17.0,4,0,0
3417,2325,1,51.0,4,0,0
3418,2325,1,53.0,4,0,0
3419,2325,1,47.0,4,0,0
3420,2325,1,75.0,4,0,0
3421,2325,2,71.0,4,0,0
3422,2325,1,59.0,4,0,0
3423,2325,1,48.0,4,0,0
3424,2325,1,17.0,4,0,0
3425,2326,9,61.0,4,1,1
3426,2326,1,61.0,4,1,1
3427,2326,1,70.0,4,1,1
3428,2326,1,60.0,4,1,1
3429,2326,9,66.0,4,1,1
3430,2326,1,59.0,4,0,0
3431,2326,1,45.0,4,0,0
3432,2327,1,83.0,4,1,1
3433,2327,1,75.0,4,1,1
3434,2327,1,74.0,4,1,1
3435,2327,9,73.0,4,0,0
3436,2327,2,61.0,4,0,0
3437,2327,9,58.0,4,0,0
3438,2327,1,18.0,4,0,0
3439,2327,3,68.0,4,0,0
3440,2328,1,69.0,4,1,1
3441,2328,1,62.0,4,0,0
3442,2330,1,84.0,4,1,1
3443,2330,3,74.0,4,1,1
3444,2330,1,44.0,4,1,1
3445,2330,3,66.0,4,1,1
3446,2330,2,53.0,4,1,1
3447,2330,1,64.0,4,1,1
3448,2330,1,75.0,4,1,1
3449,2330,1,65.0,4,1,1
3450,2330,10,54.0,4,1,1
3451,2330,1,64.0,4,0,0
3452,2330,1,59.0,4,0,0
3453,2330,9,35.0,4,0,0
3454,2330,1,56.0,4,0,0
3455,2330,1,55.0,4,0,0
3456,2330,1,42.0,4,0,0
3457,2330,1,48.0,4,0,0
3458,2330,3,44.0,4,0,0
3459,2330,1,69.0,4,0,0
3460,2330,1,81.0,4,0,0
3461,2330,9,57.0,4,0,0
3462,2330,1,39.0,4,0,0
3463,2330,10,83.0,4,0,0
3464,2330,1,68.0,4,0,0
3465,2333,1,74.0,4,1,1
3466,2333,1,74.0,4,1,1
3467,2333,39,74.0,4,1,1
3468,2333,1,74.0,4,1,1
3469,2333,1,74.0,4,1,1
3470,2333,1,66.0,4,1,1
3471,2333,1,73.0,4,1,1
3472,2333,9,79.0,4,1,1
3473,2333,1,57.0,4,1,1
3474,2333,1,63.0,4,1,1
3475,2333,1,18.0,4,1,1
3476,2333,1,66.0,4,1,1
3477,2333,1,69.0,4,1,1
3478,2333,2,49.0,4,0,0
3479,2333,1,89.0,4,0,0
3480,2333,10,76.0,4,0,0
3481,2333,1,84.0,4,0,0
3482,2333,1,17.0,4,0,0
3483,2333,1,71.0,4,0,0
3484,2333,9,68.0,4,0,0
3485,2333,1,35.0,4,0,0
3486,2333,1,50.0,4,0,0
3487,2334,1,76.0,4,0,0
3488,2334,1,27.0,4,0,0
3489,2334,1,76.0,4,0,0
3490,2335,1,65.0,4,1,1
3491,2335,1,65.0,4,1,1
3492,2336,1,72.0,4,1,1
3493,2337,1,78.0,4,1,1
3494,2337,1,72.0,4,1,1
3495,2337,9,67.0,4,1,1
3496,2337,1,62.0,4,1,1
3497,2337,1,58.0,4,1,1
3498,2337,1,77.0,4,0,0
3499,2340,2,59.0,4,1,1
3500,2340,2,59.0,4,1,1
3501,2340,1,63.0,4,1,1
3502,2340,3,79.0,4,1,1
3503,2340,9,79.0,4,1,1
3504,2340,1,65.0,4,1,1
3505,2340,2,66.0,4,1,1
3506,2340,9,58.0,4,1,0
3507,2340,2,55.0,4,1,1
3508,2340,2,82.0,4,1,1
3509,2340,1,88.0,4,1,1
3510,2340,2,73.0,4,1,1
3511,2340,1,73.0,4,1,1
3512,2340,2,44.0,4,1,1
3513,2340,1,56.0,4,1,1
3514,2340,2,59.0,4,1,1
3515,2340,1,73.0,4,1,1
3516,2340,1,73.0,4,1,1
3517,2340,9,71.0,4,1,1
3518,2340,1,76.0,4,1,1
3519,2340,1,74.0,4,1,1
3520,2340,9,54.0,4,1,1
3521,2340,1,58.0,4,1,1
3522,2340,1,65.0,4,1,1
3523,2340,1,73.0,4,1,1
3524,2340,1,65.0,4,1,1
3525,2340,2,75.0,4,1,1
3526,2340,1,54.0,4,1,1
3527,2340,1,65.0,4,0,1
3528,2340,1,75.0,4,0,0
3529,2340,1,48.0,4,0,0
3530,2340,10,43.0,4,0,0
3531,2340,9,58.0,4,0,0
3532,2340,2,44.0,4,0,0
3533,2340,1,67.0,4,0,0
3534,2340,1,75.0,4,0,0
3535,2340,9,64.0,4,0,0
3536,2340,1,69.0,4,0,0
3537,2340,1,52.0,4,0,0
3538,2340,9,42.0,4,0,0
3539,2340,10,69.0,4,0,0
3540,2340,1,51.0,4,0,0
3541,2340,1,54.0,4,0,0
3542,2340,1,50.0,4,0,0
3543,2340,1,62.0,4,0,0
3544,2340,10,57.0,4,0,0
3545,2340,1,68.0,4,0,0
3546,2340,1,77.0,4,0,0
3547,2340,1,55.0,4,0,0
3548,2340,1,17.0,4,0,0
3549,2340,9,66.0,4,0,0
3550,2340,9,67.0,4,0,0
3551,2340,1,73.0,4,0,1
3552,2340,1,82.0,4,0,0
3553,2340,1,64.0,4,0,0
3554,2343,1,72.0,4,1,1
3555,2343,1,40.0,4,1,1
3556,2343,9,57.0,4,0,0
3557,2343,1,56.0,4,0,0
3558,2346,1,65.0,4,0,0
3559,2346,1,69.0,4,0,0
3560,2350,2,80.0,4,1,1
3561,2350,1,73.0,4,1,1
3562,2350,1,75.0,4,1,1
3563,2350,1,38.0,4,1,1
3564,2350,1,78.0,4,1,1
3565,2350,1,61.0,4,1,1
3566,2350,1,85.0,4,1,1
3567,2350,1,69.0,4,1,1
3568,2350,1,18.0,4,1,1
3569,2350,2,68.0,4,1,0
3570,2350,1,73.0,4,1,1
3571,2350,1,43.0,4,1,1
3572,2350,1,84.0,4,1,1
3573,2350,1,42.0,4,1,1
3574,2350,1,77.0,4,1,0
3575,2350,1,77.0,4,1,0
3576,2350,1,56.0,4,1,1
3577,2350,9,47.0,4,1,1
3578,2350,1,66.0,4,1,1
3579,2350,10,76.0,4,1,1
3580,2350,1,75.0,4,0,0
3581,2350,1,71.0,4,0,0
3582,2350,2,52.0,4,0,0
3583,2350,1,77.0,4,0,0
3584,2350,1,67.0,4,0,0
3585,2350,1,73.0,4,0,0
3586,2350,9,49.0,4,0,0
3587,2350,2,69.0,4,0,0
3588,2350,1,67.0,4,0,0
3589,2350,1,58.0,4,0,0
3590,2350,1,35.0,4,0,0
3591,2350,9,56.0,4,0,0
3592,2350,1,48.0,4,0,0
3593,2350,2,68.0,4,0,0
3594,2350,1,36.0,4,0,0
3595,2350,1,77.0,4,0,0
3596,2357,1,72.0,4,1,1
3597,2357,1,57.0,4,1,1
3598,2357,1,69.0,4,1,1
3599,2357,1,70.0,4,1,1
3600,2357,9,70.0,4,1,1
3601,2358,1,65.0,4,1,1
3602,2360,3,78.0,4,1,1
3603,2360,1,65.0,4,1,1
3604,2360,1,76.0,4,1,1
3605,2360,1,47.0,4,1,1
3606,2360,1,48.0,4,1,1
3607,2360,1,73.0,4,1,1
3608,2360,1,32.0,4,1,1
3609,2360,9,30.0,4,0,0
3610,2360,1,76.0,4,0,0
3611,2360,2,72.0,4,0,0
3612,2360,1,56.0,4,0,0
3613,2360,1,59.0,4,0,0
3614,2360,1,61.0,4,0,0
3615,2360,9,55.0,4,0,0
3616,2360,1,89.0,4,0,0
3617,2370,1,66.0,4,0,0
3618,2370,1,82.0,4,0,0
3619,2370,1,52.0,4,0,0
3620,2370,1,77.0,4,0,0
3621,2372,1,80.0,4,0,0
3622,2372,1,75.0,4,0,0
3623,2372,9,60.0,4,0,0
3624,2372,1,65.0,4,0,0
3625,2372,1,37.0,4,0,0
3626,2372,1,66.0,4,0,0
