postcode,Number of individuals,"Taxable income or loss3 no.","Taxable income or loss3 $","Gross tax no.","Gross tax $","Medicare levy no.","Medicare levy $","Medicare levy surcharge no.","Medicare levy surcharge $","Net tax no.","Net tax $","HELP assessment debt no.","HELP assessment debt $","Salary or wages no.","Salary or wages $","Allowances earnings tips directors fees etc no.","Allowances earnings tips directors fees etc $","Employer lump sum payments amount A no.","Employer lump sum payments amount A $","Employment termination payments taxable component no.","Employment termination payments taxable component $","Australian government allowances and payments no.","Australian government allowances and payments $","Australian government pensions and allowances no.","Australian government pensions and allowances $","Australian annuities and superannuation income streams taxable component taxed element no.","Australian annuities and superannuation income streams taxable component taxed element $","Australian annuities and superannuation income streams taxable component untaxed element no.","Australian annuities and superannuation income streams taxable component untaxed element $","Gross interest no.","Gross interest $","Dividends unfranked no.","Dividends unfranked $","Dividends franked no.","Dividends franked $","Dividends franking credit no.","Dividends franking credit $","Total Income or Loss3 no.","Total Income or Loss3 $","Total work related car expenses no.","Total work related car expenses $","Work related travel expenses no.","Work related travel expenses $","Total work related uniform/clothing expenses no.","Total work related uniform/clothing expenses $","Total work related self education expenses no.","Total work related self education expenses $","Other work related expenses no.","Other work related expenses $","Low value pool deduction no.","Low value pool deduction $","Interest deductions no.","Interest deductions $","Dividend deductions no.","Dividend deductions $","Gifts or donations no.","Gifts or donations $","Cost of managing tax affairs no.","Cost of managing tax affairs $","Total deductions3 no.","Total deductions3 $","Total reportable fringe benefits amount no.","Total reportable fringe benefits amount $","Reportable employer superannuation contributions no.","Reportable employer superannuation contributions $","Net primary production distribution no.","Net primary production distribution $","Net non primary production distribution no.","Net non primary production distribution $","Share of franking credit from franked dividends no.","Share of franking credit from franked dividends $","Net PSI transferred no.","Net PSI transferred $","Deferred non-commercial business losses primary production deferred losses no.","Deferred non-commercial business losses primary production deferred losses $","Deferred non-commercial business losses non primary production deferred losses no.","Deferred non-commercial business losses non primary production deferred losses $","Capital gains net capital gain no.","Capital gains net capital gain $","Estimated tax on net capital gains no.","Estimated tax on net capital gains $","Capital gains total current year capital gains no.","Capital gains total current year capital gains $","Capital gains net capital losses carrier forward no.","Capital gains net capital losses carrier forward $","Foreign source income assessable foreign source income no.","Foreign source income assessable foreign source income $",Foreign source income other net foreign source income,Foreign source income other net foreign source income,"Foreign source income foreign income tax offset no.","Foreign source income foreign income tax offset $","Gross rent no.","Gross rent $","Rent interest deductions no.","Rent interest deductions $","Rent capital works deductions no.","Rent capital works deductions $","Rent other rental deductions no.","Rent other rental deductions $",Net rent - profit no.,Net rent - profit $,Net rent - loss no.,Net rent - loss $,"Net rent3 no.","Net rent3 $","Other income category 1 no.","Other income category 1 $","Other income category 2 no.","Other income category 2 $","Personal superannuation contributions no.","Personal superannuation contributions $","Other deductions no.","Other deductions $","Total business income3 no.","Total business income3 $","Total business expenses3 no.","Total business expenses3 $","Net income or loss from business no.","Net income or loss from business $","Estimated business net tax no.","Estimated business net tax $","Australian superannuation income stream tax offset no.","Australian superannuation income stream tax offset $","Net medical expenses over the threshold amount tax offset no.","Net medical expenses over the threshold amount tax offset $","Low income tax offset no.","Low income tax offset $","Mature age worker tax offset no.","Mature age worker tax offset $","Termination payment tax offset no.","Termination payment tax offset $"
3501,1567,1567,88814670,1567,16620179,1518,1289033,23,24627,1567,17102939,34,112634,1360,72385326,415,1144172,20,293506,20,69309,86,327340,21,181659,21,335893,9,204781,847,1152419,148,122133,373,2534417,373,1085903,1567,94212672,605,1514609,195,773808,1206,382923,81,130313,1030,1068317,28,12192,24,65105,21,66687,625,107264,866,231066,1418,5279119,97,1860866,162,1054327,109,1827975,310,8103075,72,413393,6,148161,8,123252,13,52060,83,700071,83,148350,104,2335505,117,1438832,45,124154,43,25751,43,42766,212,2571786,183,1405586,52,122144,214,1457823,66,297470,149,-711237,215,-413767,109,90287,9,63899,38,713833,96,210256,145,9221295,144,6080425,150,3146313,117,636886,21,46830,29,21238,1139,374317,193,82340,39,76116
3505,1616,1616,85116123,1616,14940520,1533,1211641,13,12163,1616,15323052,32,87725,1446,73789843,455,1126321,18,136704,20,138003,129,524274,43,306766,18,304160,13,328394,789,1381772,164,161343,317,1576873,317,675723,1616,89916695,618,1508472,175,571317,1302,409899,79,91643,1124,1030109,22,6046,23,46589,16,70779,756,116062,952,252978,1493,4749716,92,1994990,170,1057757,164,2536286,277,4682747,74,169439,2,3004,14,98919,9,49675,61,603745,61,189322,78,2169232,109,1215094,49,6511,48,5286,47,1113,180,2373580,156,902137,40,133501,181,1230839,57,624131,127,-517028,184,107103,78,56998,10,19077,33,494586,72,147110,113,8909820,114,7135712,116,1734507,89,340486,23,60370,20,12431,1254,422457,201,90251,32,35439
3507,59,59,3093162,59,580412,52,42307,0,0,59,580509,1,3150,34,1243503,8,2777,0,0,1,654,4,15839,2,15304,0,0,0,0,50,262691,25,25297,32,255411,32,109425,59,3374149,15,26951,1,321,27,8422,2,2674,22,11642,0,0,0,0,2,28008,21,4772,27,6097,43,280987,4,67985,3,19465,25,953123,27,192451,12,17583,0,0,0,0,0,0,7,11295,7,2380,10,36310,17,248207,10,3041,10,3041,11,356,10,72207,5,16554,5,2927,10,26169,6,29941,4,-3384,10,26557,3,174,4,426,6,181825,5,10275,3,81641,2,15460,3,66181,3,9580,0,0,0,0,44,15154,12,5503,1,114
3509,107,107,5693672,106,1062649,96,79658,0,0,107,1053098,1,2607,64,2856212,30,38368,0,0,1,296,5,28005,2,22107,1,12974,0,0,82,628628,30,11032,59,273989,59,114822,107,6292624,27,80563,5,2325,56,15985,1,650,47,50870,2,1238,1,10,2,10423,37,9097,47,11974,86,521718,6,96355,10,152828,58,1436573,56,403065,25,13497,0,0,0,0,0,0,14,59121,14,7835,19,149922,20,241576,12,1783,13,1369,12,196,17,206540,9,66466,1,8168,16,63840,9,95107,8,-27041,17,68066,12,3572,5,24821,14,334536,4,4047,6,170592,6,123654,6,51062,6,4949,1,1946,3,723,78,27864,21,10068,1,7
3512,132,132,7321700,132,1341442,126,106328,0,0,132,1353126,4,12675,92,4193326,30,61100,1,3222,1,3425,2,19045,2,20060,1,4086,0,0,104,363729,26,5357,47,223145,47,95677,132,8009933,33,79146,10,45564,69,16391,3,1055,58,46258,1,3,6,66454,6,5290,28,9544,38,13903,111,543100,4,67251,10,94285,45,949879,41,1296596,16,11042,1,36518,0,0,1,27046,7,26738,7,4407,9,58475,19,203531,11,1851,10,1782,8,182,20,212490,16,106159,7,14343,20,94382,5,65837,14,-68231,19,-2394,6,694,1,423,12,243216,10,16276,12,2902176,12,2489279,12,394410,10,42242,1,613,3,616,104,34296,20,8359,1,166
3515,669,669,37698002,669,7142551,642,542458,7,11431,669,7341529,15,52985,591,31330578,165,497787,11,73556,8,17780,36,119915,10,77452,9,94146,6,202738,364,538737,49,21739,132,686372,132,293989,669,39718906,258,619332,81,208935,487,124938,28,33376,455,392357,13,1203,45,19689,7,8069,304,66253,395,90919,616,1902252,58,955926,71,499413,32,705763,89,2600417,36,86642,6,320276,7,57356,7,24851,34,410740,34,106613,40,1144202,37,456963,20,92637,19,1748,19,31089,111,1484755,99,907455,40,94755,110,647195,39,215768,75,-380418,114,-164650,40,10067,4,1796,18,286224,30,50957,48,3492259,46,2510701,48,1004455,34,172652,12,22888,14,3301,519,167640,62,27041,18,45628
3516,235,235,12821591,235,2336360,220,182048,6,10730,235,2366505,4,8171,192,9520800,79,99949,4,26299,5,61586,19,79183,4,22038,4,16284,1,37668,153,400891,52,16045,88,555410,88,238002,235,13466321,76,135067,22,40566,151,43278,10,14690,140,104017,5,575,7,2627,8,11169,88,16596,126,32781,205,644730,26,393047,25,238675,46,848507,56,710559,23,43614,1,40281,3,162463,6,53765,10,141279,10,27281,13,450194,16,313295,9,377,9,377,10,572,50,536735,41,241431,12,16740,50,254777,26,117620,24,-93833,50,23787,18,102230,2,66,12,229180,10,14184,24,2110312,26,1781743,26,341527,16,95335,4,2228,5,1315,182,59955,47,18822,7,11430
3517,407,407,20982984,407,3660522,376,293464,2,2029,407,3722693,4,7470,344,16641808,118,279783,4,27467,7,43729,27,117734,9,78733,5,37989,1,36515,218,578763,50,28721,115,375913,115,161063,407,22056559,127,277146,29,129295,288,84805,18,26610,245,172270,4,1086,26,4738,8,9272,163,24680,232,63689,367,1070619,36,549579,36,294300,53,934807,55,920619,18,20489,3,35459,3,15893,6,65741,13,92836,13,21154,22,401813,28,229298,18,50161,17,6115,17,834,55,766068,40,315195,9,31615,52,348660,30,168644,25,-98046,55,70598,23,19105,2,19597,12,241966,17,31787,35,3077606,36,1884614,36,1131175,26,333030,6,9241,5,1665,340,114835,72,31311,11,16259
3518,354,354,19406954,354,3555378,337,274528,3,2300,354,3516643,4,10764,280,13918278,96,111488,3,10149,7,20572,26,122559,8,66951,8,134777,4,91674,231,580005,52,29293,90,631705,90,270708,354,20469301,132,323486,33,60332,227,71915,12,34780,211,188963,3,36,60,9310,10,46066,156,37265,200,61883,311,1060147,22,390337,35,185185,64,3523538,78,544345,20,10880,3,21159,3,52943,8,63429,19,107800,19,24585,23,333120,22,296687,14,3049,14,3049,13,500,44,516413,33,230774,12,11717,41,315878,20,94227,24,-136183,44,-41956,19,29013,3,54153,9,197020,12,29091,34,3541580,34,2635134,35,823568,25,155840,11,25682,4,2134,277,91450,51,21973,6,22002
3521,233,233,12450254,233,2187861,215,175918,3,4840,233,2262783,1,3876,199,10739720,61,166198,3,36244,4,20466,14,58605,8,43913,0,0,4,87284,119,146188,16,4027,31,57574,31,24669,233,13053431,79,238527,18,42207,160,50214,9,18126,156,132211,5,2585,6,3129,3,4791,116,11993,134,35838,210,600804,15,217691,25,167916,12,196622,21,455802,7,7977,3,83825,1,2184,1,2710,10,30051,10,1969,10,62980,10,46323,5,190,5,190,4,28,17,129743,12,63973,9,7812,17,63982,8,28220,11,-34244,19,-6024,15,3245,1,8214,4,42363,9,18820,27,4272732,28,3398867,27,847677,24,109407,1,2445,4,2717,179,59735,27,12041,8,6329
3522,104,104,6216788,104,1239671,98,89390,0,0,104,1257922,5,15470,83,4995578,22,86993,3,29170,1,2254,3,12481,0,0,1,22192,0,0,59,123095,15,8712,29,201298,29,86263,104,6541362,42,104888,15,50251,62,18725,4,8258,64,64991,3,888,4,355,1,3086,47,11275,56,19235,94,322943,11,170089,11,90531,21,189063,18,32748,1,6,1,21360,2,87907,4,33545,2,635,2,46,3,2652,2,8436,2,1400,2,1400,2,144,13,138727,12,72789,4,409,13,76862,6,13781,7,-25114,13,-11333,8,2154,2,102969,3,28831,9,12160,18,1319893,19,797962,19,498566,14,106563,1,3329,3,2932,78,24587,19,8298,3,6398
3523,967,967,54058124,967,10097286,901,747707,23,26832,967,10366383,24,79589,838,44388202,248,761389,20,167009,26,172673,73,358457,18,151059,22,273391,22,507691,503,924462,80,36005,189,1649028,189,706642,967,56912882,351,982417,97,148887,664,191915,37,63368,624,636264,17,5089,33,60613,9,12970,393,86743,578,169604,890,2803786,71,1154395,84,452226,44,312288,107,2762185,33,56784,8,264813,6,126761,9,79090,36,743688,35,175071,48,1803711,62,608730,27,88866,22,9652,20,2416,149,2155113,128,1173346,46,110390,151,961823,50,531788,105,-622234,155,-90446,58,40963,11,20095,19,226579,51,218875,100,6753973,101,4372908,99,2272637,75,442005,26,45648,12,4777,723,239476,136,57112,34,57606
3525,454,454,23121317,454,3953200,416,323537,0,0,454,3891373,13,38984,359,16437692,117,231937,2,15209,6,13570,26,112475,15,138291,7,58931,8,165953,306,610590,108,22054,201,983960,201,421590,454,24447519,125,259598,40,56624,281,72153,5,6927,257,218697,12,1898,15,10665,16,9275,155,55145,218,55060,404,1306914,20,294056,67,499199,93,3289063,127,1502665,61,47304,3,61261,11,111804,1,17208,31,190305,31,37693,39,404152,57,319570,31,19766,31,19766,26,1083,60,646599,46,223697,16,20346,56,312680,30,202097,30,-112221,60,89876,29,7708,10,17048,29,506271,24,54601,33,3829712,32,2952776,33,865209,29,116794,11,16106,11,5618,349,116807,87,36197,9,17454
3527,251,251,13752044,251,2521964,231,192884,5,5800,251,2416025,5,11772,186,8793200,76,175052,1,3369,3,17451,9,53531,3,30176,5,60546,0,0,186,332494,51,20482,87,217393,87,93147,251,14879871,68,155761,26,94198,145,34881,4,4941,117,195949,0,0,15,10859,2,269,87,20922,112,30026,209,1066886,19,300059,31,216498,71,2805485,75,910596,24,9294,0,0,4,24638,4,43170,23,144970,22,17619,26,339552,35,141328,10,10920,9,769,10,1440,39,322005,29,126845,5,2652,41,171774,19,77538,22,-56804,41,20734,29,18793,4,8970,18,466951,18,52129,39,6502528,42,5308730,42,1139736,33,174679,4,2512,4,1480,185,62520,36,14962,6,44964
3529,53,53,2980002,53,565543,51,42937,0,0,53,545708,1,431,32,1513021,13,28106,0,0,0,0,3,14342,2,27336,0,0,0,0,41,132552,13,3684,20,66487,20,28490,53,3217746,15,54130,6,7028,26,8377,1,800,24,36164,0,0,1,46880,4,13512,14,7534,19,3382,41,235839,3,50999,6,32623,26,1392102,21,143339,10,1877,0,0,0,0,0,0,1,801,1,168,4,138750,10,18292,3,134,3,134,3,19,5,118798,3,20806,0,0,5,29510,4,70875,2,-2393,6,68482,7,9778,3,182,2,50000,7,8032,6,842556,6,653616,6,188940,5,38982,0,0,0,0,36,11458,8,3868,0,0
3530,50,50,2990337,50,577589,48,43788,0,0,50,560605,3,9035,32,1487924,10,23295,0,0,0,0,4,7517,0,0,1,7505,0,0,36,120502,14,1635,24,33825,24,14491,50,3266875,5,12779,2,5545,27,8104,2,1646,21,16496,1,176,0,0,0,0,15,5435,13,4094,41,276538,2,33093,6,36004,27,1081458,29,168009,10,3209,0,0,0,0,0,0,3,13069,3,2743,7,29002,10,15535,6,1271,6,1271,6,152,6,95156,4,39372,2,675,6,38084,3,37801,3,-20776,6,17025,4,1906,3,74667,8,219500,3,2763,4,1012004,4,968264,4,43740,4,4870,1,1126,0,0,31,9822,13,4703,0,0
3531,74,74,4082653,74,738048,69,55556,1,1122,74,714538,2,4634,49,1989895,20,230855,0,0,1,8256,3,20088,0,0,0,0,0,0,61,232742,19,4205,30,199631,30,85549,74,4363234,22,47697,3,3730,35,10560,1,3008,32,33589,0,0,1,35,0,0,21,18476,25,4344,57,280581,6,97335,10,108750,30,1505753,34,238260,12,9809,1,3043,2,31996,0,0,8,14549,8,2402,9,28686,14,51898,8,2656,8,2656,7,277,6,69586,3,31940,1,1110,6,25723,3,15168,3,-4355,6,10813,6,2006,3,499,8,154286,5,4856,9,957895,9,825457,9,132438,5,23882,0,0,1,83,51,16699,11,4334,1,206
3533,300,300,16519091,300,3106364,271,230558,5,7550,300,3061321,9,30016,226,9960705,92,453235,3,31780,6,32186,28,147064,11,124785,3,50240,2,36295,192,452448,54,8663,88,338877,88,145214,300,17641622,83,203526,30,93360,196,49987,9,9822,145,123783,1,363,2,7616,3,5005,78,32362,153,44221,260,1085853,21,298383,24,220710,77,2992286,87,984184,26,5580,2,23426,2,3028,5,23749,17,270680,17,51395,18,546357,20,224837,12,42731,12,42731,11,5134,34,315939,25,117722,6,8826,30,173991,19,68706,15,-53306,34,15400,24,4317,9,45065,20,477574,13,38234,29,4199100,30,3293148,30,909572,28,146913,4,5934,2,802,227,77076,47,20086,9,7520
3537,408,408,22203224,408,4011576,386,313513,0,0,408,3777734,14,38111,302,13521417,93,142419,2,15101,1,274,18,76399,9,97788,14,164992,4,94833,295,901363,76,36172,143,768362,143,328172,408,23451215,99,219509,27,25841,237,64072,14,13923,198,173089,8,4120,18,10258,12,17065,152,57416,188,52309,348,1196483,46,693540,44,385329,96,5650186,129,1532205,44,28910,2,25001,2,37294,0,0,27,245520,26,62103,31,501685,31,205652,35,22289,37,22871,34,1838,50,623117,34,262155,11,24466,50,305410,25,140442,26,-109356,51,31086,41,110896,3,10465,30,534165,16,24716,26,4635299,26,3404559,27,1199313,22,240211,16,31597,7,12379,306,102808,57,25669,7,18015
3540,133,133,8160114,133,1633645,123,115011,4,5035,133,1550582,2,8321,83,3317403,29,45443,0,0,3,14484,7,27176,4,51943,1,3863,0,0,92,371904,37,31172,54,309767,54,132740,133,9008236,28,97254,12,25433,66,17654,1,6767,43,40738,5,2131,2,4063,3,4452,39,22862,42,17088,112,848122,7,145899,9,86807,62,4460136,61,510433,13,5358,0,0,0,0,2,2826,9,2593,9,711,13,4866,20,108587,3,123,3,123,2,15,20,259200,14,78959,5,5314,20,108667,10,105459,10,-39199,20,66260,7,5856,4,397,20,606776,1,2904,15,2325550,15,2027243,15,307842,11,57674,1,579,1,122,87,28456,17,6407,4,7153
3542,66,66,3059715,66,513591,57,40992,0,0,66,489677,1,771,32,1347891,10,8109,0,0,0,0,3,14382,0,0,0,0,1,25366,46,168005,20,2039,31,41183,31,17647,66,3416636,11,34476,3,1289,27,6511,7,13849,28,23605,2,320,0,0,0,0,13,4326,21,5396,50,356921,3,63999,2,24845,33,1731483,30,267308,12,5399,0,0,0,0,0,0,2,5608,2,1014,4,492306,5,13881,1,130,1,130,1,13,1,19563,0,0,1,5,1,8080,1,11478,0,0,1,11478,8,718,0,0,14,263165,3,3984,7,405218,7,307638,7,128168,5,22193,1,1034,1,145,53,19780,8,3676,0,0
3544,91,91,4907950,91,924764,82,67950,0,0,91,880967,0,0,51,2134808,19,34855,0,0,0,0,11,55455,3,32319,0,0,0,0,56,74635,19,4437,29,350485,29,150202,91,5383280,17,53175,4,4278,42,12473,2,5161,23,45176,2,453,0,0,1,520,14,4018,28,7124,69,475330,6,95125,2,5440,36,2209059,35,177828,8,20641,1,47555,0,0,0,0,3,6948,3,1779,7,1005440,17,133767,3,370,3,370,3,30,7,57696,3,16278,1,1052,7,27132,6,20449,1,-7215,7,13234,5,1024,0,0,16,340431,2,2521,14,1537438,12,1288240,14,299017,10,46879,0,0,1,111,70,24839,16,7090,2,3159
3546,191,191,10415435,191,1904874,184,149530,4,7479,191,1818695,6,16532,127,5927470,58,144336,1,2706,2,6822,7,33964,2,12876,1,17487,2,51732,127,286310,45,26823,76,216941,76,92959,191,11404234,46,128918,13,32281,101,32394,8,16723,83,100276,2,123,2,9742,11,69461,37,8211,79,19671,150,979809,17,254391,13,95080,81,3413960,83,1112234,31,14963,0,0,0,0,0,0,12,43054,12,10928,24,461190,30,221093,22,4840,22,4840,19,613,16,399766,16,239675,0,0,18,151925,7,54545,11,-46379,18,8166,17,1459,7,115,22,550467,12,11542,11,2462928,11,2210182,11,252746,9,44868,3,4861,6,7942,134,47844,30,12445,2,400
3549,1344,1344,71808920,1344,13168721,1253,1007796,16,22940,1344,13288722,28,92532,1073,49353018,217,382358,18,92318,8,60717,70,353191,23,196395,9,124575,4,201747,800,2457580,136,127746,283,1089760,282,466949,1344,76308848,416,991114,75,224442,972,295375,63,116868,695,641989,6,1457,27,19945,22,44111,275,89990,747,199999,1197,4487735,83,1351953,115,1115036,262,14801421,290,4374362,67,51783,1,35038,7,72289,6,59005,64,389564,64,70098,76,2440979,73,803125,60,72918,60,72918,55,13581,155,2363649,126,889892,42,114084,155,1171045,59,650908,96,-462280,155,188628,117,88789,22,10802,86,1738360,49,124064,62,9441175,63,7174938,62,2322852,50,552854,10,21975,4,4369,1059,361016,183,80936,18,12006
3550,15656,15656,951107292,15656,191832551,14866,13561922,181,224523,15656,197248775,843,2856473,13885,760362727,3963,8469498,224,2902675,260,1570938,1299,6106654,409,3282740,253,3712182,248,7238822,9273,14715319,1483,1650442,3901,31547990,3888,13509809,15656,996874713,5665,11646863,1933,2478973,10094,2571290,907,1452605,10579,10329392,261,105747,733,829802,510,1180437,7582,4409650,9042,2498733,14622,45529161,1968,36734377,2140,18197388,111,331273,2431,78646235,1065,6484017,74,1536488,25,292265,119,1170520,946,13645645,934,3725815,1264,32632208,1314,16579086,800,2006430,754,445163,696,501760,2494,39824344,2099,20962696,884,2119059,2504,18507223,995,8148041,1542,-9912675,2537,-1764634,942,1559464,164,550581,318,5901706,837,2103085,1072,111389477,1031,72727204,1107,37768402,890,9782984,399,1002719,434,325474,11156,3678571,1514,644234,410,1017361
3551,11902,11902,745830748,11902,151952750,11464,10770564,155,192715,11902,156773111,539,1708206,10623,619167826,3180,8070267,187,2146164,261,2130021,518,2048610,209,1536652,190,2430706,170,4588868,6910,7796689,1021,669133,2871,18507487,2863,7928154,11902,780509708,4750,10825242,1512,2380133,8279,2133018,596,927322,8362,8191609,229,91263,583,464915,317,599430,5763,1386839,7110,1910748,11156,34256648,1532,26788978,1711,12325020,224,4665625,1837,57965276,661,3447565,36,936291,57,1096242,147,1200694,684,8115927,675,1941354,877,21669193,1001,10588310,500,1881175,471,254840,438,432533,1870,26028905,1655,14868268,725,1834222,1884,12318389,634,4662236,1263,-7654210,1897,-2991974,769,886316,118,645151,232,3769556,835,1554999,925,82960122,916,57739922,954,24326698,737,5441940,241,536546,380,191701,8003,2552606,1004,426230,367,1071594
3555,7209,7209,383536609,7208,67514503,6862,5440326,54,69260,7209,69514716,319,974885,6507,334660969,1923,3593790,100,779214,129,705175,516,2277108,197,1577459,87,917719,121,3195809,3950,4306370,503,233717,1355,6198588,1353,2655903,7209,400172193,2677,5243921,794,1376307,5210,1364099,359,516850,4996,4364733,117,45417,342,75254,161,199123,3628,681519,4333,941226,6787,16605213,723,13466853,776,5049906,37,433404,862,20957687,316,812571,30,432346,2,12258,72,498533,327,3585706,327,845725,414,9883594,456,4024939,268,574457,258,64897,241,133869,874,11430034,754,6399261,294,689734,870,5399950,321,2082194,559,-3141105,880,-1058911,349,311574,65,117444,93,1251968,347,536864,496,32885893,486,21091185,503,11509056,411,1878460,148,306442,167,97765,5615,1846638,745,322395,195,279287
3556,4413,4413,225712299,4413,38354560,4109,3160914,42,52031,4413,39345833,145,415826,4017,200173783,1239,2565067,74,610238,83,433428,385,1737397,137,1123605,45,468160,41,1008629,2235,2179091,277,61730,707,3013247,707,1291124,4413,235988106,1579,3133882,522,1062727,3270,868304,197,263546,3060,2636427,73,18305,188,56976,57,72549,2082,390181,2714,559217,4143,10049200,439,7968471,458,2958393,54,635046,391,8150868,139,301839,39,832288,17,313777,41,287495,135,2041019,132,429281,171,3938282,212,1580346,107,106757,101,38013,95,14583,429,5408636,369,2831643,132,266938,432,2614925,188,970652,249,-1275522,437,-304870,196,172969,35,129676,49,664374,172,321516,302,21791070,294,13696456,303,7870909,251,1344525,67,129133,106,57491,3522,1174742,505,223857,128,258806
3557,277,277,15734377,277,2940241,265,223196,5,5011,277,2948115,9,22583,236,12062391,64,143173,9,61936,8,38730,9,34852,6,64299,9,135620,5,112491,160,223509,40,46077,72,314633,72,134823,277,16562256,111,251655,26,43779,188,51283,11,10017,175,178306,3,270,11,2319,6,6834,115,15571,157,37414,251,820368,16,275417,22,95601,34,908585,55,985914,14,39693,1,1453,2,37536,3,16854,9,356084,9,115358,14,813026,28,373300,7,189437,5,259,6,36340,42,606869,35,323514,8,18155,41,273446,19,151203,24,-159449,43,-8246,20,47376,1,1366,11,204663,14,18257,33,2185078,35,1451885,35,758154,26,181308,9,16853,7,3158,196,64716,34,14843,11,14091
3558,302,302,17184409,302,3258765,283,240798,7,8218,302,3165734,6,16970,220,11295284,65,155403,4,15181,4,26918,22,105361,10,115303,4,11053,4,78220,200,486332,64,19431,92,294368,92,126132,302,18244055,93,245723,28,67879,163,45608,14,26125,148,138735,1,290,11,22912,2,3305,108,21244,145,39422,257,1056078,20,381561,24,92232,62,3198865,90,1114953,26,12325,1,411,0,0,6,10759,22,515125,22,145281,29,1057127,42,408183,14,3128,14,3128,14,451,45,685751,31,322304,12,21804,44,295005,20,239945,27,-193307,47,46638,28,32654,1,510,22,417540,17,27295,29,2331236,29,1585790,30,753507,20,158854,4,1657,12,25159,220,75266,52,23165,5,6712
3559,168,168,9350636,168,1738604,159,133259,2,3389,168,1697458,11,50741,127,5919695,39,75689,2,16203,7,55809,12,73887,2,14964,0,0,0,0,110,185899,32,16036,51,311801,51,133619,168,10111971,51,151511,6,3018,95,26643,11,27039,89,80329,4,465,1,11,2,1670,53,12344,84,21715,146,619129,13,208871,23,212012,48,1341257,56,1362547,11,44346,0,0,2,18645,0,0,6,51264,6,12632,10,230139,16,105557,9,6593,9,6593,8,10877,23,173424,18,106866,2,1278,23,103003,10,29108,13,-66831,23,-37723,19,5151,3,1081,17,290774,2,3610,22,1837062,22,1067142,22,759265,20,101464,0,0,4,1526,124,41595,23,9292,6,3858
3561,1674,1674,96701681,1674,18525760,1594,1381957,28,39339,1674,18479259,42,117927,1317,69801165,472,881850,18,145598,27,173190,96,431652,35,370011,16,274642,9,234459,989,2379116,271,271246,413,2304060,412,987038,1674,102632496,535,1164583,161,528989,1108,328878,84,137406,964,1007332,16,5906,44,45681,36,110174,580,106897,904,243274,1477,5680725,126,2015793,169,1272359,290,11412369,415,8670602,121,435449,4,482269,17,272332,8,46062,105,1200182,103,294577,131,4273200,116,1117171,75,179317,75,170183,73,48770,206,2219217,163,1138583,37,54028,205,1203417,90,321005,116,-497816,206,-176811,131,81256,16,95736,97,1772943,120,224876,135,13571175,136,10385832,139,3057378,107,503941,18,37380,36,23960,1175,388208,195,83340,40,28994
3562,108,108,6229746,108,1177479,107,90469,0,0,108,1172707,1,4386,85,4589285,21,19665,1,43910,0,0,5,12178,3,28832,4,67931,1,18041,59,99591,14,1047,31,365267,31,156522,108,6407826,25,46214,5,5300,73,20693,3,1637,48,34379,0,0,0,0,2,3306,36,12689,60,12760,93,178080,7,128972,10,127295,10,348928,17,524586,6,605,0,0,3,57783,0,0,2,45555,2,10670,4,499330,3,47332,3,832,3,832,2,87,17,172937,14,140037,6,10821,17,82072,5,19655,12,-79648,17,-59993,5,7882,3,29357,3,25200,10,15902,12,963638,11,875452,12,50627,7,10947,5,8351,3,1269,77,26169,13,5733,1,3074
3563,279,279,15120183,279,2718258,266,214856,6,6286,279,2590129,3,9565,209,9965019,67,285976,4,21332,5,11781,18,68550,5,44267,5,71450,1,39235,156,289317,52,95949,56,190802,56,81755,279,16129783,81,175483,21,128975,175,50619,12,31454,144,125829,1,29,7,2307,2,2848,85,17339,144,34660,234,902616,13,207547,19,136999,61,3309636,75,1249810,20,16215,1,88302,3,23229,1,514,14,154638,14,25843,18,2014936,22,171757,13,1466,13,1466,11,188,18,274202,15,173144,7,11675,18,92987,8,16313,9,-19917,17,-3604,23,17553,2,15864,18,310975,13,22098,25,2031209,22,1499196,25,531782,20,83049,5,10714,4,944,214,70478,32,14762,7,14944
3564,6646,6646,379147095,6644,72232762,6362,5428952,93,115041,6646,74088817,190,657657,5781,301639922,2045,4176328,87,861106,119,955627,422,2011422,146,1344521,90,1669703,51,1367595,3589,5169682,662,584275,1413,12869479,1412,5513657,6646,399934067,2349,5493659,714,1865460,4782,1380908,399,714069,4206,4345620,46,20099,183,134192,155,670700,2394,566148,4007,1101423,6154,20293070,618,11209962,711,5526873,236,4294487,1193,39174303,468,3064102,18,989931,39,564787,55,430280,324,2552077,322,523404,434,9793914,519,8415331,324,720258,316,593977,289,91258,922,14127790,781,7564112,248,796997,925,6551071,356,2986924,571,-3771314,927,-784390,507,367806,48,222910,193,2859387,574,1125553,522,52049768,510,38888709,533,12667226,424,2288159,110,316582,144,114746,4911,1657647,760,328179,173,377084
